round,test_loss,test_accuracy,train_loss,train_acc,num_clients,round_duration
173,1.4283864483048645,63.73,1.3933411937586375,83.7563448557904,16,68.61200904846191
174,1.4222479334360436,63.78,1.3480256588053827,84.53023818652431,16,65.66209197044373
175,1.4307356589957128,63.5,1.3217618221535017,86.06745400385267,16,77.59882688522339
176,1.4340957191926014,63.79,1.340247467111414,85.62417057384596,16,76.37646484375
177,1.4483484180667732,62.86,1.3595993808106528,84.89232078596841,16,72.76669311523438
178,1.4551418325569057,63.09,1.3185808168736162,86.11014106065676,16,80.36602902412415
179,1.459371100498151,62.82,1.3733303008165207,84.72969840142376,16,78.55767917633057
180,1.4673777275447604,63.0,1.3276270089919668,85.5295272858397,16,80.31468296051025
181,1.4727864642686481,62.43,1.3785489183376707,84.63912773451936,16,66.71789884567261
182,1.4355726272244997,63.76,1.3345601958227649,85.70417641467233,16,71.11834692955017
183,1.443958982636657,63.4,1.386550099584046,83.39261074248606,16,69.54155993461609
184,1.43840099739123,63.59,1.3308738472975863,86.01662713578158,16,98.665363073349
185,1.4343741996378838,63.86,1.3267562269850328,85.75745048315615,16,69.98690915107727
186,1.4230585596229457,63.71,1.3305703867010679,85.40103212146064,16,65.01453399658203
187,1.4303997905948493,63.51,1.3107447850785667,86.6242646336255,16,80.736643075943
188,1.4203165075446986,63.93,1.3262382568767113,85.9844338148882,16,63.9938108921051
189,1.4358896786653543,63.8,1.3481468423866019,85.5300526552953,16,66.19418120384216
190,1.3968662717674352,64.48,1.3192774797851263,86.0252194954999,16,68.65688395500183
191,1.4212923653518097,64.33,1.3050606628254475,87.38324022066126,16,63.81873893737793
192,1.3948854389069956,65.04,1.3166294159745626,86.45991914039877,16,66.25040912628174
193,1.4179478612127183,64.43,1.3130977699918702,86.00738248127044,16,64.17055988311768
194,1.3922491601750822,64.82,1.2995156167592439,86.57555656584321,16,62.887763261795044
195,1.4128871311115314,64.96,1.2610072506439713,88.31303657355974,16,67.11771607398987
196,1.391656990292706,64.71,1.25805625064701,88.03594301685052,16,77.23946189880371
197,1.3958175695395167,64.91,1.3006176082873364,87.17875017164637,16,63.111929178237915
198,1.4070670680154729,64.29,1.278712643136499,87.42743557169172,16,77.1112551689148
199,1.4052749766579158,64.78,1.294757237623356,87.02218235131959,16,66.15543818473816
200,1.3990394586249242,64.89,1.2885322057024469,86.76307206164238,16,69.5664312839508
201,1.3927121886724159,64.46,1.284915407866494,87.78115855730967,16,77.04397916793823
202,1.380953108208089,65.28,1.3165175357207248,86.75942515029533,16,65.22228908538818
203,1.4004411697387695,64.91,1.2623897370467028,87.94806834427854,16,81.10425329208374
204,1.4010051232350023,64.42,1.2635441826137226,88.29977011336179,16,80.4986219406128
205,1.4414292755006235,63.91,1.3083048772317936,86.64917112916787,16,68.99206399917603
206,1.4109623009645487,64.84,1.2764898610608915,87.32510623829789,16,66.94682812690735
207,1.4003954597666293,64.85,1.2593024250785028,88.30278158675836,16,77.5309739112854
208,1.404636544517324,65.15,1.2697757619283931,87.6695840172703,16,66.43976616859436
209,1.4086282011828846,65.0,1.2470789026450178,88.66007739729929,16,67.49133515357971
210,1.3890287649782398,65.29,1.261249875190186,88.20047818169606,16,69.66140222549438
211,1.3862934323805798,65.5,1.2696077642456514,87.95695119233608,16,70.70514798164368
212,1.3833922970144055,65.83,1.2390302357325602,89.17096865795715,16,83.24097990989685
213,1.3861026160324676,65.39,1.2548841340199846,88.33488926649345,16,71.30414581298828
214,1.3825387486928626,65.5,1.2314523618225166,89.25583068424885,16,82.0355920791626
215,1.3960106961334808,65.29,1.2592097654661234,88.0381717978178,16,63.83539128303528
216,1.3845169438591487,66.02,1.2606437310383123,88.30302765302214,16,69.63711476325989
217,1.3937602133690556,65.07,1.2268212599252508,89.36541668416014,16,82.30658602714539
218,1.3923341458356833,65.15,1.2911751836080871,87.62058736962052,16,67.08207201957703
219,1.3796853294855431,65.07,1.2255218642243983,89.486449538984,16,84.7640528678894
220,1.3974481760701047,65.13,1.233830918311292,88.5686238461608,16,84.59740900993347
221,1.4022420825837534,64.85,1.222165289371873,89.35400741980698,16,83.66526174545288
222,1.4065731114979032,65.04,1.2612048322527012,88.26178653042734,16,70.62822723388672
223,1.3968774683867828,65.18,1.233779199295304,89.46262899288536,16,71.10240983963013
224,1.3933842574493795,65.16,1.2470450378934872,88.34497017676856,16,68.11224508285522
225,1.3813548193702214,65.51,1.2451803750697183,89.45458186983244,16,68.79801082611084
226,1.3838605367684667,65.57,1.2077713732116386,90.06446256100759,16,83.10849380493164
227,1.391356487817402,65.16,1.235617910475899,88.46759597723323,16,68.65362906455994
228,1.3979264407218257,64.99,1.2232147937848388,89.64946884118521,16,70.44980096817017
229,1.3914881914476804,66.05,1.1992125976838113,89.97686514282911,16,71.69658994674683
230,1.3905891527103473,65.69,1.1876456410485872,90.57268407411328,16,71.98069715499878
231,1.3749407484561582,66.1,1.2127097445623038,89.68621865050922,16,72.70922303199768
232,1.3816687608066993,66.15,1.2082226251884869,90.42876814380297,16,71.8416919708252
233,1.3765125244478635,66.04,1.2396468902236966,89.4914638123317,16,69.48090600967407
234,1.3670943477485753,66.21,1.1924152748514951,90.53598304188995,16,80.14180707931519
235,1.3646355203435392,66.14,1.231256937708047,89.34233077385751,16,66.99390888214111
236,1.379941143567049,65.4,1.1684322115830126,91.17381008589987,16,84.10961389541626
237,1.3813869243935695,66.06,1.1823598820858572,90.56642537259425,16,71.67600011825562
238,1.378251560126679,66.11,1.2002335587534338,90.25289091573356,16,72.82287001609802
239,1.3819836393187317,66.19,1.1927343424839005,89.92793384312665,16,70.70357203483582
240,1.3714548922792267,65.75,1.164076813463799,91.45154333190817,16,84.78974604606628
241,1.3741589671448817,66.14,1.1979131779500136,90.20311406399858,16,82.37803912162781
242,1.3801148043403142,65.83,1.2209624505676566,90.15291680684393,16,63.720863819122314
243,1.4024860164787196,65.4,1.1632354808131917,91.84668581848098,16,85.86466884613037
244,1.3783137737950193,66.13,1.1930765887392394,90.59254818370125,16,72.74406790733337
245,1.3648873567581177,66.4,1.2031571998572828,90.30367802349924,16,72.00603485107422
246,1.3896591844437998,66.26,1.1974618046933396,91.28039369438198,16,75.26358699798584
247,1.3588499079776715,66.4,1.1756905619444549,91.28705617159726,16,81.47961091995239
248,1.3909124935729593,65.95,1.1741431992442224,91.50240070863288,16,84.56171488761902
249,1.3782510304752784,66.22,1.185485702807774,90.32326007101186,16,72.74533009529114
250,1.3690515620799004,66.47,1.1635959729296568,91.70140649124897,16,71.56164717674255
